MANIFEST IDENTIFER NUMBER,SHIP NAME,CODE FOR SHIP PORT OF EMBARKATION,SHIP ARRIVAL DATE,NUMBER OF CORRESPONDING PASSENGERS
3423,CORNWALL,72,01-21-1849,1
3424,J.Z.,4,01-22-1849,234
3425,CENTURION,4,01-22-1849,266
3426,MARMION,4,01-22-1849,249
3427,EUROPA,4,02-24-1849,90
3428,COLUMBUS,4,02-26-1849,542
3429,IZAAC WRIGHT,4,02-26-1849,453
3430,Unknown,163,03-09-1849,1
3431,NESTORIAN,4,03-09-1849,69
3432,LIVERPOOL,4,03-09-1849,416
3433,Unknown,61,03-10-1849,152
3434,IVANHOE,4,03-12-1849,395
3435,ORPHAN,4,03-12-1849,271
3436,SIDDONS,4,03-12-1849,380
3437,MARY MORRIS,6,03-13-1849,42
3438,TARQUINA,127,03-13-1849,1
3439,CAMBRIDGE,46,03-13-1849,235
3440,ALICE FRAZIER,18,03-14-1849,169
3441,UNION,6,03-14-1849,13
3442,Unknown,34,03-17-1849,1
3443,Unknown,57,03-19-1849,2
3444,ATLAS,4,03-19-1849,306
3445,CONSTITUTION,4,03-20-1849,206
3446,ST. GEORGE,4,03-20-1849,341
3447,DEVONSHIRE,61,03-20-1849,305
3448,Unknown,215,03-21-1849,2
3449,Unknown,42,03-24-1849,4
3450,SURINAM,59,03-26-1849,117
3451,HUMA,59,03-26-1849,160
3452,COLUMBIA,4,03-26-1849,440
3453,CONSTANCE,52,03-29-1849,42
3454,WATERLOO,4,03-29-1849,360
3455,KATE HORN,4,03-30-1849,242
3456,PATRICK HENRY,4,03-31-1849,350
3457,JANE ANDERSON,134,02-27-1849,134
3458,Unknown,201,02-27-1849,1
3459,SEA,4,02-28-1849,275
3460,ODESSA,59,02-28-1849,1
3461,SENATOR,4,01-23-1849,171
3462,NORTHUMBERLAND,61,01-23-1849,99
3463,CHARLES,67,01-24-1849,2
3464,OXFORD,4,01-24-1849,222
3465,BLAKE,4,01-25-1849,259
3466,ST. PATRICK,4,01-25-1849,351
3467,NAOMI,4,01-25-1849,241
3468,ANN HARLEY,6,01-26-1849,84
3469,RUSSIA,59,01-26-1849,81
3470,Unknown,48,01-26-1849,7
3471,NEW WORLD,6,02-22-1849,80
3471,NEW WORLD,4,01-26-1849,358
3472,CHRISTIANA,61,01-29-1849,131
3473,GLENMORE,18,01-29-1849,177
3474,ALSOP,4,01-29-1849,300
3475,JAMES H. SHEPHERD,4,01-29-1849,222
3476,HEATHER BELL,134,01-08-1849,115
3477,ALLEN KING,155,01-17-1849,2
3478,LADY SALE,71,01-25-1849,2
3479,AMERICAN EAGLE,4,03-05-1849,131
3480,ARCOLA,4,03-07-1849,257
3481,AVALANCHE,6,03-09-1849,13
3482,YORKTOWN,61,02-05-1849,103
3483,LINCOLN,187,02-05-1849,71
3484,UNICORN,70,02-06-1849,13
3485,Unknown,231,02-16-1849,1
3486,WELLINGTON,61,02-28-1849,139
3487,TRENT,60,03-16-1849,20
3488,CANADA,188,03-26-1849,106
3489,ELIJAH SWIFT,6,01-30-1849,113
3490,A.Z.,4,01-30-1849,148
3491,CANADA,188,01-30-1849,56
3492,CREOLE,4,01-31-1849,114
3493,PRINCETON,4,01-31-1849,143
3494,THAMES,4,01-31-1849,320
3495,CORONET,59,04-02-1849,308
3496,ELIZABETH HAMILTON,4,04-02-1849,265
3497,CALEDONIA,4,04-02-1849,235
3498,NEW ZEALAND,53,04-02-1849,201
3499,SHERIDAN,4,04-14-1849,317
3500,JOHN J.D. WOLF,4,04-16-1849,200
3501,AYRSHIRE,53,04-17-1849,214
3502,RAINBOW,4,04-17-1849,143
3503,CAMILLUS,4,04-17-1849,222
3504,EMPEROR,4,04-02-1849,179
3505,SARAH,59,04-02-1849,262
3506,BROOKSBY,6,04-02-1849,78
3508,JAVA,4,04-03-1849,212
3509,WILLIAM SPRAGUE,4,04-03-1849,207
3510,MARY FLORENCE,4,04-05-1849,184
3511,NEW YORK,4,04-06-1849,338
3512,GEORGE EVANS,4,04-06-1849,256
3513,QUEEN OF THE  WEST,4,04-05-1849,386
3514,GLEN,106,04-06-1849,140
3515,SARAH AND LOUISA,4,04-06-1849,212
3516,GENERAL GREENE,59,04-05-1849,120
3518,L.Z.,4,04-06-1849,126
3523,GREAT BRITAIN,4,04-05-1849,319
3526,ELSINOR,4,04-05-1849,243
3527,HIGGINSON,235,04-05-1849,148
3528,METOKA,4,04-05-1849,294
3529,ANNIE,18,04-07-1849,249
3530,ST. LAWRENCE,46,04-07-1849,101
3531,CRESCENT CITY,195,04-07-1849,1
3532,LADY CONSTABLE,166,04-07-1849,211
3533,ELIZABETH,4,04-09-1849,221
3534,ARKANSAS,59,04-09-1849,196
3535,CALIFORNIA,59,04-10-1849,248
3536,BETHEL,134,04-09-1849,157
3537,HYNDEFORD,6,04-10-1849,66
3539,PROBUS,4,04-10-1849,248
3540,ATALANTA,232,04-10-1849,133
3541,SIR COLIN CAMPBELL,18,04-11-1849,220
3542,DOWNES,50,04-11-1849,98
3543,JOHN C. CALHOUN,4,04-11-1849,264
3544,MONTEZUMA,4,04-12-1849,326
3545,CAROLINA,6,04-12-1849,8
3546,INDUSTRY,46,04-12-1849,76
3547,HURON,18,04-13-1849,183
3548,WALTRON,18,04-13-1849,83
3549,ADMIRAL,3,04-18-1849,260
3550,CHINA,4,04-19-1849,236
3551,ALARM,46,04-20-1849,79
3552,BURLINGTON,4,04-23-1849,188
3553,JOSEPH MEIGS,3,04-23-1849,141
3554,EUROPA,4,04-20-1849,8
3555,VICTORIA,4,04-23-1849,263
3556,HUDSON,6,04-23-1849,6
3557,MESSENGER,35,04-24-1849,130
3558,HENRY CLAY,4,04-25-1849,300
3559,DROMAHARN,106,04-25-1849,160
3560,LYARA,59,04-26-1849,142
3561,ELIZABETH,52,04-28-1849,144
3562,ACADIAN,53,04-28-1849,151
3563,MARGARET,6,04-25-1849,180
3564,CAROLINE READ,4,04-25-1849,225
3565,MT. STEW ELPHINSTON,6,04-28-1849,24
3569,SEA BIRD,35,04-28-1849,229
3570,MARMION,4,04-30-1849,167
3571,SWAN,46,04-30-1849,102
3572,HARVARD,4,04-30-1849,211
3573,INDEPENDENCE,61,04-30-1849,2
3574,ABEY LAND,4,05-01-1849,174
3575,ARABIAN,4,05-01-1849,204
3576,COSMO,52,05-03-1849,1
3577,HOME,4,05-01-1849,282
3578,COLONY,4,05-01-1849,194
3579,WASHINGTON,4,05-01-1849,155
3580,DANIEL,48,05-02-1849,2
3581,DEVON,4,05-01-1849,187
3582,URANIA,176,05-02-1849,93
3583,E. BENTLEY,4,05-01-1849,362
3584,FANNY,3,05-01-1849,158
3585,JAMES FAGAN,59,05-01-1849,216
3586,SARAH SANDS,4,05-02-1849,36
3587,SILAS GRIMSHAW,4,05-02-1849,336
3588,OXFORD,4,05-02-1849,204
3589,CONSTITUTION,4,05-02-1849,309
3598,TYPHIS,241,05-03-1849,10
3599,ROYAL WILLIAM,242,05-03-1849,31
3601,WARRIOR,53,05-02-1849,99
3602,ANDREW FOSTER,4,05-02-1849,253
3603,DANUBE,4,05-02-1849,285
3604,CASHMERE,35,05-02-1849,152
3605,CHESTER,59,05-02-1849,267
3606,WM. MILES,46,05-03-1849,163
3607,WAVE,59,05-03-1849,223
3608,M. MELLON,35,05-03-1849,126
3609,AMERICA,46,05-03-1849,100
3611,THREE SISTERS,70,05-03-1849,2
3612,TERE FORD,170,05-11-1849,1
3613,C. MCLAUGHLIN,59,05-03-1849,118
3614,CELESTE,59,05-04-1849,123
3615,CUTHBERT,173,05-03-1849,19
3616,JOHN R. SKIDDY,4,05-03-1849,227
3617,CALEB GRIMSHAW,4,05-03-1849,343
3618,GERTRUDE,18,05-05-1849,235
3619,MARGARET,166,05-03-1849,222
3620,NORWAY,4,05-04-1849,137
3621,WISSAHICKON,48,05-04-1849,1
3625,LINDEN,106,05-04-1849,138
3626,CARACTACUS,35,05-04-1849,142
3627,EMMA SEARLE,18,05-04-1849,214
3628,DUNBRODY,166,05-04-1849,176
3629,EL DORADO,4,05-05-1849,333
3630,SILAS GREENMAN,4,05-03-1849,105
3632,DINA CARMALELY,134,05-04-1849,124
3633,BLANCHARD,4,05-05-1849,157
3634,H.H. BOODY,4,05-04-1849,255
3635,HONOR,134,05-08-1849,136
3636,NUMA,243,05-08-1849,20
3637,EMPEROR,242,05-08-1849,7
3638,ARAB,18,05-07-1849,143
3639,JANET,4,05-08-1849,133
3640,AMERICA,188,05-08-1849,46
3641,ELIZABETH,18,05-04-1849,253
3642,ALBANIA,4,05-04-1849,150
3643,SAMUEL,4,05-04-1849,238
3644,MOZAMBIQUE,106,05-04-1849,170
3645,MCDONNELL,4,05-04-1849,214
3646,LA RUE,4,05-10-1849,219
3647,ELIZABETH,171,05-09-1849,9
3648,AUGUSTA,6,05-04-1849,5
3649,HAYTI,122,05-05-1849,2
3650,ST. LAWRENCE,4,05-06-1849,150
3651,JUNIPER,3,05-07-1849,146
3652,HINDOSTAN,99,05-05-1849,98
3653,HANNAH KERR,18,05-05-1849,233
3654,HEATHER BELL,158,05-05-1849,122
3656,SCOTIA,190,05-07-1849,2
3657,EDWARD,134,05-07-1849,128
3658,ARAMENTA,18,05-05-1849,221
3660,JAMES,53,05-10-1849,93
3661,ALBERT,4,05-07-1849,208
3662,TRIUMPH,134,05-07-1849,107
3663,WENHAM,61,05-05-1849,187
3664,INFANTA,4,05-05-1849,193
3665,E.E. PERKINS,4,05-07-1849,170
3666,MARCH. OF CLYSDALE,3,05-01-1849,198
3667,SARAH,181,05-14-1849,22
3668,BOREAS,166,05-09-1849,157
3670,CANADA,188,05-17-1849,38
3671,THAMES,60,05-12-1849,12
3672,ENTERPRISE,59,05-07-1849,201
3673,ORINOCO,50,05-08-1849,183
3674,MARY MITCHELL,46,05-14-1849,132
3675,N.H. WOLF,4,05-15-1849,209
3676,J.Z.,4,05-17-1849,218
3677,LIBERTY,4,05-21-1849,254
3678,MIDWAY,70,05-26-1849,9
3679,SIBSON,171,05-23-1849,4
3681,MONTEZUMA,257,05-24-1849,8
3682,BOLTON ABBEY,3,05-26-1849,206
3683,AMBASSADRESS,4,05-23-1849,275
3684,CAMBRIDGE,4,05-24-1849,306
3685,STANDARD,18,05-08-1849,186
3687,JAMES HALL,48,05-30-1849,1
3690,LADY HARVEY,134,05-30-1849,93
3691,MARY AND MARTHA,201,05-28-1849,1
3692,RICHARD N. PARKER,46,05-30-1849,87
3693,ELIJAH SWIFT,6,05-28-1849,27
3694,JAMES REDDIN,134,05-28-1849,89
3695,ABERDEEN,4,05-23-1849,290
3696,LEMUEL DYER,4,05-12-1849,199
3698,VELOCITY,50,05-31-1849,66
3699,ROSETTA,4,05-30-1849,142
3700,WILLIAM D. SEWALL,4,05-22-1849,212
3701,ST. PATRICK,4,05-24-1849,257
3702,EFFINGHAM,46,05-30-1849,287
3703,FINGAL,4,05-23-1849,351
3706,ELIZABETH,59,05-31-1849,109
3707,BROTHERS,53,05-31-1849,200
3708,UNICORN,4,05-23-1849,188
3709,SERAPHINE,53,05-29-1849,233
3710,NEW WORLD,4,05-26-1849,487
3711,GARRICK,4,05-25-1849,275
3712,CONRAD,173,05-29-1849,282
3713,Unknown,6,05-31-1849,36
3714,SILAS RICHARDS,61,05-26-1849,137
3715,JAVA,3,05-28-1849,176
3716,WEST POINT,4,05-26-1849,256
3717,BRITANNIA,4,05-28-1849,285
3718,CATHERINE,4,05-28-1849,189
3719,WOLFVILLE,18,05-31-1849,174
3720,DEFENSE,59,06-02-1849,211
3721,OSCEOLA,244,05-04-1849,1
3723,YORKTOWN,61,05-28-1849,298
3724,CHIEFTAIN,18,05-29-1849,155
3725,HELEN THOMPSON,18,05-29-1849,194
3726,THOS. TROWBRDGE,68,06-07-1849,3
3727,MILICETE,4,05-30-1849,255
3728,BRITISH QUEEN,59,06-02-1849,224
3729,ANN MCLESTER,59,06-01-1849,165
3730,CHARLOTTE HARRISON,173,05-31-1849,218
3731,SEA,61,06-04-1849,219
3732,JANE,46,06-05-1849,49
3733,FIDELIA,4,05-31-1849,377
3734,SHANNON,4,06-02-1849,265
3735,MALABER,173,05-31-1849,380
3736,WARD CHIPMAN,4,06-05-1849,260
3737,NIAGARA,4,06-05-1849,6
3738,OSCEOLA,4,05-31-1849,298
3739,JAMES PENNEL,4,05-31-1849,219
3740,HEBE,61,06-06-1849,182
3741,TYRINGHAM,4,06-07-1849,239
3742,ASHLAND,4,06-05-1849,186
3743,COLUMBIA,18,06-01-1849,140
3744,MARY,106,06-07-1849,63
3745,LAWRENCE FORESTAL,50,06-08-1849,94
3746,GOLDEN SPRING,61,06-09-1849,68
3747,A.Z.,4,06-05-1849,190
3749,SENATOR,4,06-01-1849,218
3750,EARL OF DURHAM,61,06-05-1849,142
3751,BERLIN,4,06-06-1849,264
3752,ADELINE,4,06-04-1849,71
3753,MANILA,4,06-05-1849,232
3754,SHANNON,52,06-12-1849,128
3755,BREWER,4,06-12-1849,233
3756,HEROINE,171,06-12-1849,27
3757,KENT,246,06-12-1849,127
3758,JAVA,52,06-05-1849,191
3760,TWO SISTERS,46,06-13-1849,121
3761,BARBARA,3,06-13-1849,132
3762,QUEBEC PACKET,134,06-14-1849,87
3763,CLARE,187,06-06-1849,123
3764,HOTTINGER,4,06-14-1849,413
3765,JAMESTOWN,4,06-11-1849,48
3766,EARL OF DURHAM,61,06-12-1849,48
3768,JULIET,50,06-15-1849,68
3769,MARY HARRINGTON,6,06-16-1849,147
3770,CAMBRIA,4,06-16-1849,6
3771,HARMONIA,6,06-16-1849,39
3772,ROSCIUS,4,06-15-1849,347
3773,PURSUIT,6,06-12-1849,265
3774,CORNELIA,4,06-11-1849,275
3775,JAMES H. SHEPHERD,4,06-11-1849,232
3776,GOV. HINCKLEY,61,06-12-1849,62
3777,MARIA,46,06-14-1849,137
3778,MORTIMER LIVINGSTON,4,06-12-1849,225
3779,AGNES,59,06-14-1849,246
3781,LONDON,4,06-19-1849,341
3782,DE WITT CLINTON,4,06-20-1849,254
3783,SARDINIA,4,06-29-1849,164
3785,COLUMBUS,4,06-23-1849,156
3786,METEOR,4,06-12-1849,175
3787,THETIS,134,06-14-1849,133
3788,OREGON,4,06-16-1849,360
3789,ENTERPRISE,4,06-19-1849,158
3791,FALCON,198,06-28-1849,10
3793,E. FORESTAL,134,06-19-1849,92
3794,CLUTHA,4,06-19-1849,182
3795,JOSEPHINE,4,06-19-1849,194
3796,ANN CARR,50,06-19-1849,80
3797,TADMOR,173,06-16-1849,239
3798,GERTRUDE,4,06-29-1849,264
3799,KATE,116,06-18-1849,1
3800,ISAAC WRIGHT,4,06-21-1849,464
3801,CHATHAM,181,06-18-1849,53
3802,LAING,35,06-18-1849,98
3803,ST. LAWRENCE,4,06-27-1849,176
3804,JNL. COLBY,41,06-18-1849,1
3805,TRANSIT,72,06-19-1849,1
3806,SHELTON,18,06-26-1849,187
3807,PROGRESS,3,06-18-1849,85
3808,HYPERION,4,06-30-1849,273
3809,OREGON,134,06-26-1849,131
3810,WILBERFORCE,134,06-30-1849,107
3811,MARIA,134,06-20-1849,107
3813,AEOLUS,59,06-19-1849,244
3814,DEVONIA,52,06-27-1849,226
3815,E.Z.,4,06-23-1849,237
3816,HERALD,173,06-28-1849,320
3817,HERMES,171,07-05-1849,13
3818,ELIZA CAROLINE,4,06-26-1849,291
3819,HIBERNIA,4,06-30-1849,31
3820,GUY MANNERING,4,06-28-1849,467
3821,PELTONA,18,06-29-1849,196
3822,ASHBURTON,4,06-30-1849,299
3823,ARGYLE,4,06-26-1849,156
3824,RICHARD ALSOP,4,07-02-1849,262
3825,MONTREAL OF NY,134,06-30-1849,196
3826,CONSTELLATION,4,07-03-1849,532
3827,MARTHA J. WARD,4,07-05-1849,132
3828,CALEDONIA,3,07-05-1849,231
3829,THOMAS BAKER,35,07-03-1849,93
3830,ESCORT,149,07-03-1849,3
3831,CHENANGO,18,07-03-1849,147
3832,SATELLITE,59,07-05-1849,235
3833,CENTURION,4,07-03-1849,305
3834,W.H. HARBECK,4,07-03-1849,290
3835,HENRY POTTINGER,4,07-05-1849,237
3836,NAOMI,4,07-06-1849,226
3837,CHARLES SAUNDERS,4,07-03-1849,278
3838,VIRGINIA,4,07-03-1849,242
3839,IVANHOE,4,07-02-1849,394
3840,ALEXINA,134,07-06-1849,154
3841,MARIANE,18,07-02-1849,291
3842,YORKSHIRE,4,07-05-1849,243
3843,CAROLINE NESMITH,4,07-02-1849,318
3844,Unknown,61,07-03-1849,114
3845,EUGENIA,140,07-25-1849,2
3848,AYOFF,3,07-02-1849,145
3850,Z. RING,20,07-02-1849,1
3851,NICOLAI AND JOVAN,61,07-02-1849,151
3852,ASIA,46,07-05-1849,244
3853,RAPPAHANNOCK,4,07-05-1849,446
3854,LADY MILTON,59,07-05-1849,231
3855,CYNTHIA,250,06-28-1849,2
3856,BRYAN ABBS,134,07-05-1849,121
3857,PREDRAGA,38,07-20-1849,1
3858,ST. JOHN,4,07-05-1849,294
3859,MECCA,183,07-05-1849,42
3860,GLENLYON,4,07-06-1849,290
3861,SALACIA,4,07-07-1849,272
3862,CUSHLAMACHREE,35,07-06-1849,142
3863,OREGON,61,07-09-1849,32
3864,FEROZEPORE,4,07-06-1849,311
3865,QUEBEC,183,07-06-1849,105
3866,KATE HUNTER,4,07-07-1849,123
3867,ORION,171,07-09-1849,3
3868,GERMANIA,61,07-06-1849,143
3869,JANE,4,07-06-1849,173
3870,MARIA BRENNAN,134,07-06-1849,102
3871,ST. GEORGE,4,07-12-1849,301
3872,VICTORIA,50,07-06-1849,81
3873,MARY ANN HENRY,134,07-09-1849,177
3874,CHARLOTTE,4,07-09-1849,239
3875,GREAT BRITAIN,134,07-12-1849,130
3876,LIVERPOOL,4,07-17-1849,200
3877,TADMOR,173,07-16-1849,233
3878,KOREA,18,07-23-1849,245
3879,DAVID CANNON,4,07-18-1849,607
3880,FAVORITE,4,07-26-1849,212
3881,SIDDONS,4,07-18-1849,292
3882,CORA LINN,6,07-19-1849,55
3883,MONTEZUMA,4,07-19-1849,324
3884,HELEN,18,07-23-1849,134
3885,SUPERB,6,07-19-1849,202
3886,NAPOLEON,18,07-21-1849,104
3887,ALICE WILSON,59,07-21-1849,312
3888,EMERALD,46,07-24-1849,70
3889,VANDALIA,4,07-21-1849,72
3890,BRITISH OAK,106,07-30-1849,87
3891,BERKENHEAD,194,07-23-1849,264
3892,DUKE OF WELLINGTON,59,07-23-1849,152
3893,Unknown,6,07-24-1849,6
3894,BACHE MCEVERS,46,07-26-1849,75
3895,DEVONSHIRE,61,07-24-1849,6
3896,COLUMBIA,4,08-01-1849,430
3897,LADY OF THE LAKE,6,07-26-1849,166
3898,VICTORIA,194,07-26-1849,240
3899,JULIA HOWARD,4,07-27-1849,205
3900,JNO. KERR,6,07-28-1849,64
3901,ARCTIC,4,01-02-1851,453
3902,SIDDONS,4,01-06-1851,368
3903,NORTHUMBERLAND,61,01-08-1851,14
3904,J.Z.,4,01-08-1851,277
3905,ANDREW FOSTER,4,01-15-1851,405
3906,ROSCIUS,4,02-04-1851,413
3907,CORNELIA,4,02-19-1851,378
3908,MARGARET EVANS,61,03-01-1851,1
3909,PATRICK HENTY,61,03-13-1851,7
3910,DEWITT CLINTON,4,03-18-1851,282
3911,JAMES WRIGHT,4,03-26-1851,343
3913,MANHATTAN,4,04-05-1851,662
3915,CONSTANTINE,4,04-14-1851,482
3916,CHINA,4,04-14-1851,209
3917,SIDONS,4,04-14-1851,366
3918,ARTIC,4,04-15-1851,433
3919,ALBERT GALLATIN,4,04-19-1851,658
3921,CORA LYNN,6,04-21-1851,72
3922,ANNE,4,04-28-1851,232
3923,NIAGARA,4,04-28-1851,204
3925,VANDALIA,4,05-01-1851,91
3927,JOHN HENRY,61,05-16-1851,49
3929,MARY MORRIS,6,05-20-1851,51
3930,HARMONY,4,05-22-1851,176
3931,TRUMBULL,4,05-23-1851,289
3932,LADY FRANLIN,4,05-24-1851,351
3933,MARCH. OF CLYSDALE,6,05-29-1851,97
3935,HUNGARIAN,4,06-05-1851,492
3936,HARRIET,6,06-07-1851,51
3937,GUY MANNERING,4,06-16-1851,450
3939,A.Z.,4,06-30-1851,247
3940,PRINCETON,4,07-03-1851,305
3941,AMERICA,4,07-05-1851,333
3942,WM. D. SEWELL,4,07-07-1851,191
3943,QUEEN OF THE WEST,4,07-09-1851,327
3944,SHANNON,4,07-10-1851,264
3945,HARMONIA,6,07-14-1851,23
3946,EXCELSIOR,4,07-21-1851,207
3947,UNIVERSE,4,07-24-1851,286
3948,MANHATTAN,4,07-30-1851,535
3951,HYNDEFORD,6,08-02-1851,13
3952,VANGUARD,4,08-07-1851,145
3953,W. LOUIS,4,08-11-1851,248
3954,GEN. DUNLOP,4,08-14-1851,240
3955,MARMION OF NY,4,08-15-1851,139
3958,YORKSHIRE,4,08-21-1851,319
3959,CONQUEROR,4,08-29-1851,103
3962,MORTIMER LIVINGSTON,4,09-06-1851,244
3963,FRANCIS P. SAGE,4,09-13-1851,411
3964,MECHANICS' OWN,61,09-15-1851,51
3965,ROSCIUS,4,09-16-1851,373
3966,RAJAH,4,09-17-1851,12
3967,MARY MORRIS,6,09-23-1851,85
3968,ROLINA,6,09-25-1851,76
3969,GUY MANNERING,4,09-25-1851,569
3973,WESTERN WORLD,4,10-13-1851,559
3974,LIBERTY,6,10-04-1851,49
3975,PRINCETON,4,10-27-1851,354
3976,QUEEN OF THE WEST,4,10-29-1851,355
3977,COLUMBIA,4,11-05-1851,451
3978,SHANNON,4,11-11-1851,303
3979,MARTHA J. WARD,4,11-13-1851,233
3980,EMMA FIELDS,4,11-13-1851,357
3982,GOV. HINCKLEY,6,11-22-1851,57
3984,VANGUARD,4,12-08-1851,245
3985,ANDREW FOSTER,4,12-08-1851,434
3986,ARCTIC,4,12-15-1851,456
3987,ST. PATRICK,4,12-24-1851,363
3988,SIDDONS,4,12-29-1851,283
3989,ATLAS,4,07-28-1849,248
3990,MARY,6,07-31-1849,106
3991,CANTON,18,08-01-1849,183
3992,CREMONA,35,07-31-1849,241
3993,INDIANA,199,08-02-1849,1
3994,JOHN BARING,4,08-04-1849,33
3995,LIVELY,35,08-04-1849,108
3996,ORION,46,08-04-1849,69
3997,ROLLA,61,08-04-1849,57
3998,HUNTRESS,251,08-06-1849,1
4000,AMERICA,4,08-06-1849,411
4001,WISCONSIN,4,08-09-1849,122
4002,WATERLOO,4,08-10-1849,298
4003,PRINCE ALBERT,61,08-08-1849,4
4004,QUEEN OF THE WEST,4,08-10-1849,164
4005,PILGRIM,6,08-10-1849,57
4006,PIONEER,61,08-10-1849,81
4007,BROOKSBY,6,08-10-1849,1
4008,BROTHERS,6,08-10-1849,17
4009,AMERICA,4,08-10-1849,2
4010,MARMION,4,08-10-1849,209
4011,NEW YORK,4,08-11-1849,317
4013,HYNDEFORD,6,08-11-1849,155
4014,CONSTITUTION,4,08-11-1849,205
4015,GREAT WESTERN,60,08-11-1849,11
4016,M. HAWES,252,08-11-1849,169
4017,L.Z.,4,08-11-1849,149
4018,ANN DASHWOOD,4,08-13-1849,247
4019,JUNIATA,61,08-11-1849,69
4020,GENERAL GREENE,59,08-13-1849,124
4021,CALENDAR,4,08-14-1849,213
4022,WESTMINSTER,61,08-11-1849,1
4023,SIR WM. MOLESWORTH,6,08-14-1849,37
4024,NIAGARA,4,08-14-1849,231
4025,ANDREW FOSTER,4,08-14-1849,359
4026,JESSICA,4,08-14-1849,361
4027,HERO,148,08-04-1849,2
4028,GROWLER,148,08-07-1849,1
4029,COLONIST,3,08-09-1849,4
4031,AMERICAN EAGLE,61,08-01-1849,164
4032,MARCHIONESS OF BUTE,53,08-15-1849,297
4033,HARRIET AND AUGUSTA,4,08-17-1849,178
4034,ODESSA,59,08-17-1849,135
4035,CALEB GRIMSHAW,4,08-15-1849,114
4036,BOADICEA,4,08-15-1849,250
4037,EL DORADO,3,08-15-1849,312
4039,HARTFORD,4,08-15-1849,203
4040,LAUREL,3,08-18-1849,261
4041,JOHN FULDEN,4,08-18-1849,218
4042,HENRY CLAY,4,08-18-1849,308
4043,SHERIDAN,4,08-16-1849,261
4044,OREGON,183,08-17-1849,80
4045,NORTHUMBERLAND,61,08-18-1849,200
4046,MONUMENT,4,08-18-1849,27
4047,HUMPHREY PURINTON,4,08-20-1849,175
4048,WM. HITCHCOCK,6,08-20-1849,6
4049,OXFORD,4,08-21-1849,212
4050,SOLON,4,08-20-1849,41
4052,R.A. PARK,35,08-21-1849,151
4053,HUGUENOT,4,08-22-1849,49
4054,FANNY,3,08-23-1849,131
4055,BOMBAY,4,08-22-1849,260
4056,HEATHER BELL,134,08-22-1849,137
4057,ELSINOR,4,08-22-1849,258
4058,LADY OF THE LAKE,198,08-23-1849,7
4059,POLANDER,61,08-22-1849,51
4060,JERSEY,4,08-21-1849,184
4061,ROSALINDA,4,08-23-1849,61
4062,NEW HAMPSHIRE,4,08-23-1849,230
4063,RICHARD COBDEN,4,08-24-1849,162
4064,SARAH SANDS,4,08-25-1849,37
4065,LINDEN,106,08-25-1849,145
4066,HALCYON,4,08-25-1849,232
4067,ERIN GO BRAGH,4,08-25-1849,183
4068,FANCHON,4,08-25-1849,97
4069,JOHN R. SKIDDY,4,08-27-1849,184
4070,ABBY PRATT,4,08-25-1849,201
4074,ST. LAWRENCE,18,08-27-1849,93
4075,REPUBLIC,4,08-27-1849,368
4076,CLARENCE,35,08-27-1849,105
4077,LAURA,134,08-28-1849,82
4078,CAROLINE READ,4,08-29-1849,151
4079,JENNY LIND,18,08-28-1849,161
4080,HOLYOKE,4,08-29-1849,17
4081,PRINCE OF WALES,4,08-29-1849,247
4082,LONDON,67,09-19-1849,4
4083,TERRA NOVA,148,08-29-1849,1
4085,DROMAHAIR,106,10-03-1849,114
4086,BARBARA,59,08-30-1849,159
4087,CANADA,4,08-21-1849,44
4088,OHIO,35,09-20-1849,105
4089,CAMBRIDGE,4,09-01-1849,284
4090,NIAGARA,4,09-07-1849,6
4091,MINERVA,70,09-12-1849,8
4092,CONSTITUTION,4,09-05-1849,429
4093,INDUSTRY,59,09-07-1849,220
4094,SILAS GREENMAN,4,09-03-1849,113
4095,JESSORE,4,09-01-1849,171
4096,FAIRFIELD,4,09-03-1849,141
4098,ST. PATRICK,4,09-03-1849,148
4099,WM. CHASE,3,09-04-1849,118
4101,SWAN,46,09-05-1849,100
4102,ABERDEEN,4,09-07-1849,277
4104,YORKTOWN,61,09-12-1849,245
4105,EMPIRE STATE,4,09-03-1849,13
4106,LIBERTY,4,09-13-1849,93
4107,A.Z.,4,09-15-1849,174
4108,SCHOODIAC,4,09-07-1849,310
4109,DEVONSHIRE,4,09-10-1849,345
4110,GARRICK,4,09-12-1849,223
4111,CALCUTTA,4,09-13-1849,196
4112,CATHERINE,59,09-13-1849,267
4113,ELVIRA,255,09-23-1849,1
4114,MARGARET,173,09-17-1849,93
4116,INDEPENDENCE,61,09-22-1849,66
4118,HYPERION,6,09-14-1849,185
4119,CHRISTIAN,6,09-17-1849,20
4120,JAMESTOWN,4,09-17-1849,260
4123,FOREST KING,4,09-17-1849,155
4124,KINGSTON,4,09-18-1849,186
4125,SENATOR,4,09-22-1849,232
4126,SUSAN,6,09-19-1849,68
4127,ELIJAH SWIFT,6,09-20-1849,18
4128,LADY OF THE LAKE,60,09-28-1849,3
4129,WEST POINT,4,09-22-1849,212
4130,NEW WORLD,4,09-21-1849,408
4131,SIR HARRY SMITH,4,09-24-1849,246
4132,PRINCETON,4,09-20-1849,239
4133,REINZI,18,09-22-1849,196
4134,ELIZABETH,59,09-29-1849,77
4135,CAMBRIA,4,09-22-1849,1
4136,COLUMBINE,252,10-02-1849,132
4137,Unknown,134,09-24-1849,89
