Manifest Identification Number,Ship Name,Port of Departure (Embarkation),Date of Arrival
2007,WESTMINSTER,61,4/2/1847 0:00:00
2009,CHARLEMAGNE,4,7/23/1846 0:00:00
2010,HOWARD,4,7/23/1846 0:00:00
2011,ELSINORE,4,12/22/1846 0:00:00
2012,YORKSHIRE,4,4/1/1847 0:00:00
2013,GREAT BRITAIN,4,7/21/1846 0:00:00
2015,YUCATAN,4,7/22/1846 0:00:00
2021,SOUTHERNER,4,12/26/1846 0:00:00
2022,HENRY CLAY,4,12/26/1846 0:00:00
2025,YORKSHIRE,4,7/31/1846 0:00:00
2028,SARDINIA,4,2/6/1847 0:00:00
2029,HYNDEFORD,6,2/8/1847 0:00:00
2030,NICHOLAS BIDDLE,4,2/9/1847 0:00:00
2031,GLENMORE,18,2/9/1847 0:00:00
2033,COLONIST,4,4/3/1847 0:00:00
2034,COLUMBIA,4,7/31/1846 0:00:00
2035,OXFORD,4,12/26/1846 0:00:00
2036,INDIANA,4,1/4/1847 0:00:00
2037,KALAMAZOO,4,12/28/1846 0:00:00
2038,BURLINGTON,4,4/3/1847 0:00:00
2039,VIRGINIAN,4,12/29/1846 0:00:00
2040,SARAH SANDS,4,2/11/1847 0:00:00
2041,JOSEPHINE,35,6/1/1847 0:00:00
2042,WRENHAM,18,6/1/1847 0:00:00
2043,TALLEYRAND,6,6/1/1847 0:00:00
2044,SAMUEL HICKS,4,1/4/1847 0:00:00
2046,ELIZA,155,2/15/1847 0:00:00
2048,WATERLOO,4,2/19/1847 0:00:00
2049,MONTEZUMA,4,2/20/1847 0:00:00
2050,CAMBRIDGE,4,1/4/1847 0:00:00
2051,INDEPENDENCE,61,2/20/1847 0:00:00
2052,NEW WORLD,4,2/22/1847 0:00:00
2054,ROSCIUS,4,2/23/1847 0:00:00
2055,ORPHAN,4,12/30/1846 0:00:00
2057,BROTHERS,53,4/5/1847 0:00:00
2058,MAY T. RUNLET,46,4/5/1847 0:00:00
2059,MARY H. KENDALL,999,6/1/1847 0:00:00
2060,CEYLON,4,6/1/1847 0:00:00
2071,LORD ASHBURTON,4,6/1/1847 0:00:00
2073,PATRICK HENRY,4,4/5/1847 0:00:00
2074,ADAM LODGE,4,6/2/1847 0:00:00
2075,NEW YORK,4,4/5/1847 0:00:00
2076,BIRKINHEAD,4,6/2/1847 0:00:00
2077,AILSA,3,6/3/1847 0:00:00
2078,ABBY PRATT,4,6/3/1847 0:00:00
2079,FIDELIA,4,2/23/1847 0:00:00
2080,EUROPE,4,2/24/1847 0:00:00
2081,JUNO,4,6/3/1847 0:00:00
2082,HYNDEFORD,4,2/24/1847 0:00:00
2084,MARMION,4,2/24/1847 0:00:00
2105,HELENA,4,6/4/1847 0:00:00
2106,ARIEL,165,6/4/1847 0:00:00
2110,NEW WORLD,4,6/7/1847 0:00:00
2111,GASPER,46,6/8/1847 0:00:00
2113,ENTERPRISE,4,10/8/1847 0:00:00
2115,JOSEPH HOWE,70,10/11/1847 0:00:00
2117,ABBY PRATT,4,10/15/1847 0:00:00
2119,RICHARD WATSON,106,1/5/1847 0:00:00
2120,ZENOBIA,4,4/6/1847 0:00:00
2121,LEVERETT,165,6/7/1847 0:00:00
2122,NORTHUMBERLAND,61,4/6/1847 0:00:00
2123,TASSIE,35,6/8/1847 0:00:00
2124,FIDELIA,4,10/6/1847 0:00:00
2125,ASHBURTON,4,2/26/1847 0:00:00
2126,COXON,46,6/8/1847 0:00:00
2127,EUROPE,4,10/18/1847 0:00:00
2129,BROOKSBY,6,2/27/1847 0:00:00
2131,ADAM CARR,6,2/27/1847 0:00:00
2132,F. MATHEWS,106,2/27/1847 0:00:00
2133,CARTHAGEN,4,6/9/1847 0:00:00
2134,JAMES REDDON,4,6/9/1847 0:00:00
2136,FALCON,60,2/27/1847 0:00:00
2138,THARTUS,18,3/1/1847 0:00:00
2140,AGINA,167,3/3/1847 0:00:00
2141,FLORA,26,3/8/1847 0:00:00
2145,ELSINORE,4,10/21/1847 0:00:00
2146,HENDRIK HUDSON,61,3/9/1847 0:00:00
2147,ABERFOIL,4,3/11/1847 0:00:00
2148,EMPIRE,4,4/7/1847 0:00:00
2149,WINDSOR CASTLE,4,6/9/1847 0:00:00
2150,JAMES,59,6/9/1847 0:00:00
2151,OHIO,4,3/12/1847 0:00:00
2155,ROSE,155,3/18/1847 0:00:00
2156,MARGARET EVANS,61,3/23/1847 0:00:00
2157,SEA,4,3/23/1847 0:00:00
2158,LIVERPOOL,4,4/7/1847 0:00:00
2159,ORIZABA,4,6/10/1847 0:00:00
2160,CEYLON,4,6/10/1847 0:00:00
2161,SARAH BOYDE,106,6/10/1847 0:00:00
2162,M. LIVINGSTON,4,10/21/1847 0:00:00
2163,OCEAN,16,10/22/1847 0:00:00
2164,BAVARIA,4,6/10/1847 0:00:00
2165,FRANKLIN,999,6/11/1847 0:00:00
2166,TENNESSEE,18,6/11/1847 0:00:00
2168,COLUMBIA,4,10/22/1847 0:00:00
2169,HINDOUSTAN,4,6/11/1847 0:00:00
2170,GOLCONDA,52,6/12/1847 0:00:00
2171,CALYPSO,46,6/15/1847 0:00:00
2172,MORGIANA,46,6/15/1847 0:00:00
2173,ADIRONDACK,4,1/7/1847 0:00:00
2175,SHAMROCK,134,6/16/1847 0:00:00
2176,FINLAND,4,3/25/1847 0:00:00
2177,METOKA,4,1/7/1847 0:00:00
2179,SIDDONS,4,3/31/1847 0:00:00
2180,ELEUTHERIA,4,6/18/1847 0:00:00
2181,FANNY,6,6/18/1847 0:00:00
2182,VICTORY,59,6/18/1847 0:00:00
2183,ASHBURTON,4,6/21/1847 0:00:00
2184,ROSCINE,4,6/21/1847 0:00:00
2185,VERONA,6,6/21/1847 0:00:00
2186,ELSINORE,4,5/1/1847 0:00:00
2187,ROBINSON,53,5/4/1847 0:00:00
2188,HECTOR,4,1/15/1847 0:00:00
2189,MONTEREY,18,4/7/1847 0:00:00
2190,LIBERTY,4,4/8/1847 0:00:00
2191,SIR ROBERT PEEL,61,4/8/1847 0:00:00
2192,SAINT GEORGE,4,4/8/1847 0:00:00
2193,ATLAS,4,1/15/1847 0:00:00
2194,THETIS,18,10/22/1847 0:00:00
2195,ROCHESTER,4,1/18/1847 0:00:00
2196,SPARTAN,4,6/22/1847 0:00:00
2197,ISAAC WRIGHT,4,10/22/1847 0:00:00
2198,FRANCONIA,4,6/22/1847 0:00:00
2200,BARRINGTON,6,6/22/1847 0:00:00
2201,SEA,4,6/23/1847 0:00:00
2202,GIPSEY,59,6/23/1847 0:00:00
2203,SWAN,4,6/23/1847 0:00:00
2204,KATE HUNTER,4,10/22/1847 0:00:00
2205,ROSCIUS,4,10/22/1847 0:00:00
2206,CHRISTIANA,4,6/24/1847 0:00:00
2207,ATLANTIC,4,6/24/1847 0:00:00
2208,EUROPE,4,6/24/1847 0:00:00
2210,HOTTINGUER,4,10/22/1847 0:00:00
2212,NICHOLAS BIDDLE,4,10/22/1847 0:00:00
2213,LEILA,35,6/24/1847 0:00:00
2214,HENRY HOBBS,46,6/25/1847 0:00:00
2215,LA GRANGE,53,6/25/1847 0:00:00
2216,FRANCIS WATTS,35,5/4/1847 0:00:00
2217,FEROZEPORE,4,5/4/1847 0:00:00
2218,PACIFIC,4,1/20/1847 0:00:00
2219,ARCOLA,4,6/25/1847 0:00:00
2221,SIBERIA,4,6/26/1847 0:00:00
2222,JOHN R SKIDDY,4,6/26/1847 0:00:00
2223,UNCAS,4,6/28/1847 0:00:00
2224,PAOLI,4,6/28/1847 0:00:00
2225,PRINCE DE JOINVILLE,18,6/28/1847 0:00:00
2226,EARL OF DURHAM,4,6/30/1847 0:00:00
2227,CHRISAN,18,5/5/1847 0:00:00
2228,ATALANTA,999,5/5/1847 0:00:00
2229,SOUTH CAROLINA,59,7/2/1847 0:00:00
2230,WARREN,59,7/2/1847 0:00:00
2231,NEUVITAS,3,7/2/1847 0:00:00
2232,SAINT PATRICK,4,4/9/1847 0:00:00
2233,JUNIOR,50,7/3/1847 0:00:00
2234,MARTHA,46,7/3/1847 0:00:00
2235,EMMANUEL,4,5/5/1847 0:00:00
2236,ELIZA ANN,4,5/6/1847 0:00:00
2237,HUGUENOT,4,7/6/1847 0:00:00
2238,COLDSTREAM,4,7/6/1847 0:00:00
2239,NON PAREIL,70,7/6/1847 0:00:00
2240,EXPRESS,59,7/6/1847 0:00:00
2241,THE QUEEN,4,7/6/1847 0:00:00
2242,LORD FITZGERALD,35,5/11/1847 0:00:00
2243,PRINCE ALBERT,4,7/6/1847 0:00:00
2244,VICTORIA,35,7/6/1847 0:00:00
2245,MONTICELLO,6,5/13/1847 0:00:00
2246,PELTONA,4,5/14/1847 0:00:00
2247,LISBON,4,7/7/1847 0:00:00
2248,SCHOODIAC,4,7/9/1847 0:00:00
2249,SOLDAN,4,7/12/1847 0:00:00
2250,AMERICAN EAGLE,61,7/12/1847 0:00:00
2251,MONTEZUMA,4,5/14/1847 0:00:00
2252,LOUISIANA,4,4/9/1847 0:00:00
2253,GARRICK,4,5/15/1847 0:00:00
2254,ANN HARLEY,6,4/9/1847 0:00:00
2255,H  PATTERSON,46,5/15/1847 0:00:00
2256,NICHOLAS BIDDLE,4,5/15/1847 0:00:00
2257,IOWA,16,5/15/1847 0:00:00
2258,TUSCAN,4,7/13/1847 0:00:00
2259,NIAGARA,4,7/13/1847 0:00:00
2260,DIANA,61,7/13/1847 0:00:00
2261,DEWDROP,106,7/13/1847 0:00:00
2262,MONTEREY,59,7/17/1847 0:00:00
2263,PATRICK HENRY,4,12/1/1847 0:00:00
2267,IRENE MORRIS,10,2/9/1880 0:00:00
2269,SARAH SANDS,4,7/19/1847 0:00:00
2270,LIVERPOOL,4,7/20/1847 0:00:00
2271,SWAN,46,7/20/1847 0:00:00
2272,GEM,50,7/20/1847 0:00:00
2273,SIDDONS,4,7/24/1847 0:00:00
2274,MARMION,4,12/1/1847 0:00:00
2275,QUEBEC,61,5/15/1847 0:00:00
2277,PRINCE RADALI,46,7/24/1847 0:00:00
2278,AMBASSADOR,4,12/1/1847 0:00:00
2279,ANTWERP,18,7/24/1847 0:00:00
2280,SARAH BROWN,106,7/26/1847 0:00:00
2281,SIR ROBERT PEEL,4,7/26/1847 0:00:00
2283,CONSTITUTION,4,5/15/1847 0:00:00
2284,ALBERT,4,12/2/1847 0:00:00
2285,GLADIATOR,61,12/2/1847 0:00:00
2287,SAINT PATRICK,4,12/4/1847 0:00:00
2288,OHIO,4,7/27/1847 0:00:00
2289,PATRICK HENRY,4,7/27/1847 0:00:00
2290,WESTMINSTER,61,7/27/1847 0:00:00
2291,THE QUEEN,4,7/27/1847 0:00:00
2298,LIBERTY,4,7/28/1847 0:00:00
2299,NATHANIEL HOOPER,106,7/28/1847 0:00:00
2300,CHARLESTON,999,7/28/1847 0:00:00
2301,EAGLE,4,7/28/1847 0:00:00
2302,PHILIP HONE,3,7/28/1847 0:00:00
2303,ROYAL WILLIAM,18,7/28/1847 0:00:00
2304,BROOKSBY,6,7/29/1847 0:00:00
2305,ATLANTIC,4,10/22/1847 0:00:00
2306,EDGAR,4,12/7/1847 0:00:00
2307,HARP,170,12/8/1847 0:00:00
2308,LANCASHIRE,4,12/13/1847 0:00:00
2309,BACHE MC EVERS,46,12/13/1847 0:00:00
2310,VENICE,18,7/29/1847 0:00:00
2311,ADMIRAL,4,12/13/1847 0:00:00
2312,SWAN,46,12/13/1847 0:00:00
2313,NEW YORK,4,12/16/1847 0:00:00
2315,WILLIAM T DUGGAN,46,7/30/1847 0:00:00
2316,PRINCESS ALICE,59,7/30/1847 0:00:00
2317,LIVERPOOL,4,7/31/1847 0:00:00
2318,SOUTHERNER,4,7/31/1847 0:00:00
2319,CHARLES CHALONER,4,7/31/1847 0:00:00
2320,GEORGE WASHINGTON,94,7/31/1847 0:00:00
2321,PONTIAC,18,5/17/1847 0:00:00
2322,ASHBURTON,4,10/22/1847 0:00:00
2323,BURNHOLM,4,5/17/1847 0:00:00
2324,CAMBRIDGE,4,5/17/1847 0:00:00
2326,ARCHIMEDES,18,5/17/1847 0:00:00
2327,COLUMBIA,4,8/2/1847 0:00:00
2328,NEW YORK,4,8/3/1847 0:00:00
2329,REPUBLIC,61,8/4/1847 0:00:00
2330,JANE,4,8/5/1847 0:00:00
2331,LOUISIANA,4,8/5/1847 0:00:00
2332,SAINT PATRICK,4,8/9/1847 0:00:00
2333,CLIFTON,4,5/17/1847 0:00:00
2334,QUEEN OF THE WEST,4,12/16/1847 0:00:00
2335,ATLAS,4,5/17/1847 0:00:00
2336,FAGAN BEALAC,59,5/17/1847 0:00:00
2337,J A MUNN,70,12/20/1847 0:00:00
2338,ASHLAND,4,12/20/1847 0:00:00
2340,PRINCE ALBERT,61,10/25/1847 0:00:00
2341,HANNAH THORNTON,4,10/25/1847 0:00:00
2342,ANN HARLEY,6,8/10/1847 0:00:00
2344,MANCHESTER,4,10/25/1847 0:00:00
2345,EMMA PRESCOTT,35,8/10/1847 0:00:00
2346,ALDEBARAN,46,8/10/1847 0:00:00
2347,AFGHAN,6,8/10/1847 0:00:00
2348,EMPIRE,4,8/10/1847 0:00:00
2349,ALBION,134,10/25/1847 0:00:00
2350,TALBOT,171,10/25/1847 0:00:00
2351,WEST POINT,4,10/25/1847 0:00:00
2352,GEORGIA,6,8/11/1847 0:00:00
2353,GONDOLA,59,8/11/1847 0:00:00
2355,ARTHUR,71,8/16/1847 0:00:00
2356,CATHERINE,50,8/17/1847 0:00:00
2357,RELIANCE,4,12/21/1847 0:00:00
2358,SHERIDAN,4,8/18/1847 0:00:00
2359,ELLERSLIE,4,8/18/1847 0:00:00
2361,CORNELIA,4,8/23/1847 0:00:00
2362,HENRY CLAY,4,8/26/1847 0:00:00
2363,ELIZA PERROE,4,10/25/1847 0:00:00
2365,MARMION,4,5/18/1847 0:00:00
2366,JANE E. WILLIAMS,3,5/18/1847 0:00:00
2367,HOWARD,4,5/18/1847 0:00:00
2368,JOHN G COSTER,4,10/26/1847 0:00:00
2369,PRINCE DE JOINVILLE,4,10/26/1847 0:00:00
2370,YORKSHIRE,4,10/27/1847 0:00:00
2371,WAVERLY,16,8/28/1847 0:00:00
2372,HARMONIA,6,8/28/1847 0:00:00
2373,BACHELOR,59,8/30/1847 0:00:00
2374,GUADELQUIVER,4,8/30/1847 0:00:00
2377,SAINT GEORGE,4,9/1/1847 0:00:00
2378,BURLINGTON,4,9/2/1847 0:00:00
2379,SENATOR,4,9/2/1847 0:00:00
2380,REPUBLIC,4,10/28/1847 0:00:00
2381,COMMERCE,35,11/3/1847 0:00:00
2382,MARY PHILLIPS,59,11/4/1847 0:00:00
2383,BROOKSBY,6,11/5/1847 0:00:00
2384,ELIZABETH DENISON,4,11/5/1847 0:00:00
2385,PEDROZA,38,11/9/1847 0:00:00
2386,WASHINGTON,94,11/10/1847 0:00:00
2388,LOTA,46,11/11/1847 0:00:00
2389,AGILE,46,5/18/1847 0:00:00
2390,SOUTHERNER,4,4/10/1847 0:00:00
2391,SYMMETRY,4,5/18/1847 0:00:00
2392,DEFENCE,4,4/17/1847 0:00:00
2394,JANE & BARABARA,4,4/10/1847 0:00:00
2395,CORNELIA,4,4/10/1847 0:00:00
2396,PETER HATTRICK,4,12/21/1847 0:00:00
2398,SHERIDAN,4,12/22/1847 0:00:00
2399,NORTHUMBERLAND,61,12/22/1847 0:00:00
2400,ELLERSLIE,4,4/10/1847 0:00:00
2401,ENGLAND,4,4/12/1847 0:00:00
2402,QUEEN OF THE WEST,4,4/12/1847 0:00:00
2403,ROGER STEWART,173,4/17/1847 0:00:00
2406,NO RECORD OF SHIP,4,4/17/1847 0:00:00
2407,MARION,3,4/12/1847 0:00:00
2408,AYRSHIRE,53,4/13/1847 0:00:00
2415,REPUBLIC,4,4/13/1847 0:00:00
2416,JOHN BRIGHT,4,4/14/1847 0:00:00
2417,IMPERIAL,106,4/14/1847 0:00:00
2424,MARY MORRIS,6,4/15/1847 0:00:00
2425,CUSHLAMACHREE,999,4/15/1847 0:00:00
2426,UNDINE,134,4/17/1847 0:00:00
2427,ROYAL SOVEREIGN,4,4/19/1847 0:00:00
2428,LORD DUFFERIN,4,4/19/1847 0:00:00
2430,BARLOW,4,4/20/1847 0:00:00
2434,JOHN RAVENEL,4,4/20/1847 0:00:00
2435,CEYLON,4,4/20/1847 0:00:00
2436,OXFORD,4,4/15/1847 0:00:00
2437,PONS,50,4/16/1847 0:00:00
2438,GREAT BRITAIN,18,4/16/1847 0:00:00
2439,OSCEOLA,6,4/16/1847 0:00:00
2440,MEG LEE,53,4/20/1847 0:00:00
2441,ALBION,35,4/20/1847 0:00:00
2442,HOTTINGUER,4,4/10/1847 0:00:00
2443,ZANONI,4,4/20/1847 0:00:00
2444,COURTNEY,4,4/22/1847 0:00:00
2445,HARMONY,4,4/16/1847 0:00:00
2447,DROMAHAIR,106,5/25/1847 0:00:00
2448,HIBERNIA,999,5/27/1847 0:00:00
2449,FIDELIA,4,5/27/1847 0:00:00
2450,W WARD,4,5/27/1847 0:00:00
2451,SPEED,4,5/28/1847 0:00:00
2452,PACIFIC,4,5/28/1847 0:00:00
2453,ASHLAND,4,5/31/1847 0:00:00
2454,HINDOO,4,5/31/1847 0:00:00
2456,FLORIDIAN,3,5/24/1847 0:00:00
2457,FRIENDSHIP,4,5/24/1847 0:00:00
2458,WALKELLA,35,5/24/1847 0:00:00
2459,HEATHER BELL,134,5/24/1847 0:00:00
2460,SEVEN LASS,6,4/23/1847 0:00:00
2461,PETER HATTRICK,4,4/23/1847 0:00:00
2462,YOUNG QUEEN,35,4/24/1847 0:00:00
2463,ACADIA,4,4/25/1847 0:00:00
2464,ROSE STANDISH,16,4/26/1847 0:00:00
2465,ANNA MARIA,4,4/26/1847 0:00:00
2466,VIRGINIAN,4,4/28/1847 0:00:00
2467,DOWNES,50,5/19/1847 0:00:00
2468,COSMO,52,5/20/1847 0:00:00
2469,COMMERCE,4,5/20/1847 0:00:00
2470,COOLOCK,61,5/20/1847 0:00:00
2471,EMBLEM,6,5/20/1847 0:00:00
2472,LONDON,61,5/21/1847 0:00:00
2473,SEA KING,18,5/21/1847 0:00:00
2474,VICTORY,59,5/21/1847 0:00:00
2475,ADVENTURE,148,12/24/1847 0:00:00
2476,HAMPDEN,4,12/27/1847 0:00:00
2477,NIANTIC,4,12/28/1847 0:00:00
2478,BRAZILIAN,136,12/29/1847 0:00:00
2479,BREMA,67,12/29/1847 0:00:00
2480,SARDINIA,4,5/21/1847 0:00:00
2481,NACOOCHEE,59,5/22/1847 0:00:00
2482,EMIGRANT,4,5/22/1847 0:00:00
2483,ADAM WRIGHT,6,5/22/1847 0:00:00
2484,WATERLOO,4,5/22/1847 0:00:00
2485,GLENMORE,18,5/24/1847 0:00:00
2486,CLARENCE,35,5/24/1847 0:00:00
2793,MARGARET,46,4/22/1848 0:00:00
2794,AURORA,4,4/22/1848 0:00:00
2795,MARGARET,50,5/21/1848 0:00:00
2796,STANDARD,18,5/22/1848 0:00:00
2797,ARLINGTON,4,5/22/1848 0:00:00
2799,MARGARET,134,7/7/1848 0:00:00
2801,HERSILIA,59,7/8/1848 0:00:00
2802,INDUSTRY,46,7/8/1848 0:00:00
2803,ROSCIUS,4,7/8/1848 0:00:00
2805,ITALY,4,4/6/1848 0:00:00
2806,SARAH SANDS,4,4/22/1848 0:00:00
2807,CHESTER,4,5/22/1848 0:00:00
2808,DEFENCE,4,5/23/1848 0:00:00
2809,JENNY LIND,4,5/24/1848 0:00:00
2810,MESSENGER,35,5/24/1848 0:00:00
2813,CUSHLAMACHREE,36,4/23/1848 0:00:00
2814,SARAH,59,4/24/1848 0:00:00
2815,RIO GRANDE,4,4/24/1848 0:00:00
2816,ARETHUSA,18,4/6/1848 0:00:00
2817,COMMERCE,4,5/24/1848 0:00:00
2818,BLAKE,4,5/24/1848 0:00:00
2819,HOME,4,4/24/1848 0:00:00
2820,SAMUEL HICKS,4,4/26/1848 0:00:00
2821,ELIZA KEITH,4,4/29/1848 0:00:00
2822,AMERICA,4,4/29/1848 0:00:00
2824,INTRINSIC,4,5/24/1848 0:00:00
2825,WAKEFIELD,46,5/24/1848 0:00:00
2826,ELIZABETH,52,5/24/1848 0:00:00
2827,SAINT JOHN,4,5/24/1848 0:00:00
2828,ANDREW FOSTER,4,5/25/1848 0:00:00
2829,WITCH,4,4/7/1848 0:00:00
2830,AMERICAN EAGLE,61,7/10/1848 0:00:00
2831,EMPRESS,61,7/10/1848 0:00:00
2832,CALEDONIA,188,7/10/1848 0:00:00
2833,ROMANCE,52,7/10/1848 0:00:00
2834,MARQUIS OF CHAMPS,52,7/10/1848 0:00:00
2841,COLUMBIA,4,7/21/1848 0:00:00
2842,HELENA,46,5/25/1848 0:00:00
2845,JULINDER,4,5/26/1848 0:00:00
2846,LORD ASHBURTON,59,5/26/1848 0:00:00
2847,HECLA,127,4/18/1848 0:00:00
2848,FANNY,3,4/18/1848 0:00:00
2849,CHANNING,4,4/18/1848 0:00:00
2851,SAINT GEORGE,4,4/18/1848 0:00:00
2852,OXFORD,4,5/27/1848 0:00:00
2854,LIBERTY,4,7/22/1848 0:00:00
2855,HIBERNIA,188,7/22/1848 0:00:00
2856,PATRICK HENRY,4,7/24/1848 0:00:00
2857,LORD SANDON,4,7/24/1848 0:00:00
2858,SOUTH CAROLINA,4,7/24/1848 0:00:00
2859,LANCASHIRE,4,7/24/1848 0:00:00
2860,CREMONA,46,7/24/1848 0:00:00
2861,COLUMBUS,4,7/25/1848 0:00:00
2862,WARREN,6,7/25/1848 0:00:00
2863,CALEB GRIMSHAW,4,5/27/1848 0:00:00
2864,EUXINE,4,5/27/1848 0:00:00
2865,ELLEN FORRESTAL,134,5/27/1848 0:00:00
2866,PLENTY,61,5/28/1848 0:00:00
2867,SUPERIOR,4,5/29/1848 0:00:00
2868,DEBORAH,4,5/29/1848 0:00:00
2869,THOMAS BENNETT,4,5/29/1848 0:00:00
2870,DOWNES,50,5/29/1848 0:00:00
2871,INA,4,4/25/1848 0:00:00
2872,ATLAS,4,4/20/1848 0:00:00
2873,JAMES FAGAN,59,4/8/1848 0:00:00
2875,HIBERNIA,4,4/10/1848 0:00:00
2876,AMBASSADRESS,46,4/10/1848 0:00:00
2877,SHERIDAN,4,4/17/1848 0:00:00
2878,CHARLES,18,5/29/1848 0:00:00
2879,ARABIAN,4,5/29/1848 0:00:00
2880,MARTHA,46,5/29/1848 0:00:00
2881,AMERICA,4,4/17/1848 0:00:00
2882,MOUNTAINEER,183,5/29/1848 0:00:00
2883,BRIDGET,46,5/29/1848 0:00:00
2885,HARMONIA,6,5/29/1848 0:00:00
2894,CHINA,4,4/13/1848 0:00:00
2896,CHARLOTTE HARRISON,173,7/25/1848 0:00:00
2897,JUNO,279,7/25/1848 0:00:00
2899,BROOKSBY,6,7/27/1848 0:00:00
2900,CHARLOTTE,18,7/28/1848 0:00:00
2901,J A JESUNUM,196,7/28/1848 0:00:00
2902,JAMES ANDREWS,35,7/28/1848 0:00:00
2903,ATALANTA,59,7/28/1848 0:00:00
2904,PETER HATTRICK,4,7/28/1848 0:00:00
2905,FRANCONIA,4,7/28/1848 0:00:00
2906,CAROLINE NESMITH,4,7/29/1848 0:00:00
2907,EAGLE,134,7/29/1848 0:00:00
2908,HUDSON,6,7/31/1848 0:00:00
2909,ENTERPRISE,4,7/31/1848 0:00:00
2910,SULTAN,4,4/13/1848 0:00:00
2911,MONTEZUMA,4,4/15/1848 0:00:00
2927,ISABELLA HYNE,42,8/2/1848 0:00:00
2928,SPLENDID,197,8/2/1848 0:00:00
2929,AMERICA,4,8/5/1848 0:00:00
2930,FOREST MONARCH,4,8/5/1848 0:00:00
2937,ABERDEEN,4,8/7/1848 0:00:00
2944,CORDELIA,41,8/7/1848 0:00:00
2945,FALCON,198,8/8/1848 0:00:00
2946,ATTAKAPAS,198,8/8/1848 0:00:00
2948,ROMULUS,6,8/9/1848 0:00:00
2949,NEW YORK,4,8/9/1848 0:00:00
2951,TRENT,60,8/9/1848 0:00:00
2953,ELSINORE,4,8/10/1848 0:00:00
2954,BOGOTA,200,8/11/1848 0:00:00
2955,GLOBE,47,8/11/1848 0:00:00
2960,SEA,4,8/12/1848 0:00:00
2962,MERSEY,4,8/14/1848 0:00:00
2965,BOSTON,4,8/14/1848 0:00:00
2968,WILLIAM CARSON,59,8/15/1848 0:00:00
2969,TERRA NOVA,136,8/15/1848 0:00:00
2970,GALVESTON,39,8/16/1848 0:00:00
2971,WATERLOO,4,8/17/1848 0:00:00
2972,WESTMINSTER,61,8/17/1848 0:00:00
2973,NEW YORK,16,8/17/1848 0:00:00
2974,NIAGARA,4,9/1/1848 0:00:00
2975,FINLAND,4,9/4/1848 0:00:00
2976,CAMBRIA,4,8/19/1848 0:00:00
2977,SAINT GEORGE,4,8/21/1848 0:00:00
2978,KATE HUNTER,4,8/22/1848 0:00:00
2979,GLADIATOR,61,8/22/1848 0:00:00
2980,QUEEN OF THE WEST,4,8/22/1848 0:00:00
2981,THOMAS WRIGHT,6,9/4/1848 0:00:00
2984,INDEPENDENCE,61,9/5/1848 0:00:00
2985,SHERIDAN,4,8/23/1848 0:00:00
2986,WISCONSIN,4,8/23/1848 0:00:00
2987,ENGLAND,4,9/5/1848 0:00:00
2990,NICHOLAS BIDDLE,4,9/7/1848 0:00:00
2991,CHARLES ELLIOT,100,9/7/1848 0:00:00
2992,RICHARD ALSOP,4,9/8/1848 0:00:00
2993,TRANSIT,142,10/2/1848 0:00:00
2994,JAVA,4,10/2/1848 0:00:00
2995,MARMION,4,10/3/1848 0:00:00
2997,LORD NELSON,52,10/5/1848 0:00:00
2998,SIR CHARLES NAPIER,4,8/23/1848 0:00:00
2487,WILLIAM CARSON,4,5/24/1847 0:00:00
2488,D.B.,46,5/24/1847 0:00:00
2489,CHARLES,176,5/24/1847 0:00:00
2490,DOLPHIN,134,5/8/1847 0:00:00
2491,ISABELLA,46,5/10/1847 0:00:00
2492,HENRY CLAY,4,4/26/1847 0:00:00
2493,SWITZERLAND,61,4/27/1847 0:00:00
2494,ORPHAN,4,4/27/1847 0:00:00
2495,ELLEN,4,4/28/1847 0:00:00
2496,DRYADEN,999,4/29/1847 0:00:00
2497,OLINDER,4,4/29/1847 0:00:00
2498,JAVA,4,4/30/1847 0:00:00
2499,LUCONIA,61,4/30/1847 0:00:00
2500,ENTERPRISE,59,4/30/1847 0:00:00
2502,TECUMSEH,6,9/3/1847 0:00:00
2503,MATILDA,4,9/4/1847 0:00:00
2504,BURLINGTON,4,9/6/1847 0:00:00
2505,EMMA WATTS,61,9/6/1847 0:00:00
2506,SWITZERLAND,61,9/6/1847 0:00:00
2507,PALMETTO,42,9/6/1847 0:00:00
2508,JANE MORRISON,6,9/7/1847 0:00:00
2510,CHAOS,4,9/8/1847 0:00:00
2511,ADIRONDACK,4,9/8/1847 0:00:00
2512,MEDIATOR,61,9/8/1847 0:00:00
2513,ALMEDA,4,9/9/1847 0:00:00
2514,MARY MORRIS,6,9/9/1847 0:00:00
2515,CONSTITUTION,4,9/9/1847 0:00:00
2516,MARGARET SULLIVAN,53,9/9/1847 0:00:00
2518,COLUMBIA,4,9/10/1847 0:00:00
2520,ANN,177,9/11/1847 0:00:00
2521,SARDINIA,4,9/11/1847 0:00:00
2523,SARAH HAND,4,9/13/1847 0:00:00
2524,HYNDEFORD,6,6/4/1847 0:00:00
2525,ALESIA,1,10/14/1890 0:00:00
2526,GARRICK,4,9/13/1847 0:00:00
2527,SIR ISAAC NEWTON,4,9/13/1847 0:00:00
2532,HUGUENOT,4,3/9/1847 0:00:00
2533,COLLOONEY,61,9/13/1847 0:00:00
2534,KALAMAZOO,4,9/13/1847 0:00:00
2536,MARY PARKINS,148,9/14/1847 0:00:00
